paper,topic,year,marks,question_text
GS2,"Important aspects of governance, transparency and accountability, e-governance- applications, Models.",2019,10,"Implementation of information and Communication Technology (ICT) based Projects / Programmes usually suffers in terms of certain vital factors. Identify these factors, and suggest measures for their effective implementation."
GS2,"Important aspects of governance, transparency and accountability, e-governance- applications, Models.",2018,10,"E-governance is not only about utilization of the power of new technology, but also much about critical importance of the ‘use value’ of information. Explain."
GS2,"Important aspects of governance, transparency and accountability, e-governance- applications, Models.",2013,10,"Electronic cash transfer system for the welfare schemes is an ambitious project to minimize corruption, eliminate wastage and facilitate reforms. Comment."
GS2,"Citizens charters, Transparency & accountability & institutional & other measures",2020,10,Recent amendments to the Right to information Act will have profound impact on the autonomy and independence of the Information Commission. Discuss
GS2,"Citizens charters, Transparency & accountability & institutional & other measures",2018,15,"The Citizen’s Charter is an ideal instrument of organizational transparency and accountability, but it has its own limitations. Identify the limitations and suggest measures for greater effectiveness of the Citizens’ Charter."
GS2,"Citizens charters, Transparency & accountability & institutional & other measures",2017,10,Discuss the role of Public Accounts Committee in establishing accountability of the government to the people.
GS2,"Citizens charters, Transparency & accountability & institutional & other measures",2015,12.5,"In the light of Satyam Scandal (2009), discuss the changes brought in corporate governance to ensure transparency, accountability."
GS2,"Citizens charters, Transparency & accountability & institutional & other measures",2015,12.5,"If amendment bill to the Whistleblowers Protection Act, 2011 tabled in the Parliament is passed, there may be no one left to protect. Critically evaluate."
GS2,"Citizens charters, Transparency & accountability & institutional & other measures",2013,10,"Though Citizens’ charters have been formulated by many public service delivery organizations, there is no corresponding improvement in the level of citizens’ satisfaction and quality of services being provided. Analyse."
GS2,Role of civil services in a democracy,2020,10,Institutional quality is crucial driver of economic performance. In this context suggest reforms in Civil Services for strengthening democracy.
GS2,Role of civil services in a democracy,2017,15,"Initially Civil Services in India were designed to achieve the goals of neutrality and effectiveness, which seems to be lacking in the present context. Do you agree with the view that drastic reforms are required in Civil Services. Comment."
GS2,Role of civil services in a democracy,2016,12.5,"In the integrity index of Transparency International, India stands very low. Discuss briefly the legal, political, social and cultural factors that have caused the decline of public morality in India."
GS2,Role of civil services in a democracy,2016,12.5,Traditional bureaucratic structure and culture have hampered the process of socio- economic development in India. Comment.
GS2,Role of civil services in a democracy,2014,12.5,Has the Cadre based Civil Services Organization been the cause of slow change in India? Critically examine.
GS2,Role of civil services in a democracy,2013,10,"A national Lokpal, however strong it may be, cannot resolve the problems of immorality in public affairs. Discuss."
GS2,Social Justice,2025,,Inequality in the ownership pattern of resources is one of the major causes of poverty. Discuss in the context of ‘paradox of poverty’.
GS2,Social Justice,2025,,Women’s social capital complements in advancing empowerment and gender equity. Explain.
GS2,Social Justice,,,"Can the vicious cycle of gender inequality, poverty and malnutrition be broken through microfinancing of women SHGs? Explain with examples."
GS2,Social Justice,2020,,"Though women in post-Independent India have excelled in various fields, the social attitude towards women and the feminist movement has been patriarchal. Apart from women education and women empowerment schemes, what interventions can help change this milieu?"
GS2,Social Justice,,,"In order to enhance the prospects of social development, sound and adequate health care policies are needed particularly in the fields of geriatric and maternal health care. Discuss."
GS2,Social Justice,2020,,National Education Policy 2020 is in conformity with the Sustainable Development Goal-4 (2030). It intends to restructure and reorient the education system in India. Critically examine the statement.
GS2,Social Justice,2019,,There is a growing divergence in the relationship between poverty and hunger in India. The shrinking of social expenditure by the government is forcing the poor to spend more on non-food essential items squeezing their food-budget – Elucidate.
GS2,Social Justice,2018,,Appropriate local community level healthcare intervention is a prerequisite to achieve ‘Health for All’ in India. Explain.
GS2,Social Justice,2018,,Multiplicity of various commissions for the vulnerable sections of the society leads to problems of overlapping jurisdiction and duplication of functions. Is it better to merge all commissions into an umbrella Human Rights Commission? Argue your case.
GS2,Social Justice,2016,,Professor Amartya Sen has advocated important reforms in the realms of primary education and primary health care. What are your suggestions to improve their status and performance?
GS2,Social Justice,2016,,"Demographic Dividend in India will remain only theoretical unless our manpower becomes more educated, aware, skilled and creative. What measures have been taken by the government to enhance the capacity of our population to be more productive and employable?"
GS2,Social Justice,2015,,The quality of higher education in India requires major improvements to make it internationally competitive. Do you think that the entry of foreign educational institutions would help improve the quality of higher and technical education in the country? Discuss.
GS2,Social Justice,2015,,Public health system has limitations in providing universal health coverage. Do you think that the private sector could help in bridging the gap? What other viable alternatives would you suggest?
GS2,Social Justice,2015,,"Though there have been several different estimates of poverty in India, all indicate reduction in poverty levels over time. Do you agree? Critically examine with reference to urban and rural poverty indicators."
GS2,Social Justice,2015,,"Should the premier institutes like IITs/IIMs be allowed to retain premier status, allowed more academic independence in designing courses and also decide mode/criteria of selection of students. Discuss in light of the growing challenges."
GS2,Social Justice,2013,,The basis of providing urban amenities in rural areas (PURA) is rooted in establishing connectivity. Comment.
GS2,Social Justice,2013,,Identify the Millennium Development Goals (MDGs) that are related to health. Discuss the success of the actions taken by the Government for achieving the same.
GS2,"Hard, Soft & Smart Power",2023,,Indian diaspora has scaled new heights in the West. Describe its economic and political benefits for India.
GS2,"Hard, Soft & Smart Power",2022,15,‘Clean energy is the order of the day’. Describe briefly India’s changing policy towards climate change in various international fora in the context of geopolitics.
GS2,"Hard, Soft & Smart Power",2020,,“Indian diaspora has a decisive role to play in the politics and economy of America and European Countries”. Comment with examples.
GS2,"Hard, Soft & Smart Power",2019,15,“The long sustained image of India as a leader of the oppressed and marginalised nations has disappeared on account of its new found role in the emerging global order.’ Elaborate
GS2,"Hard, Soft & Smart Power",2015,,Discuss the impediments India is facing in its pursuit of a permanent seat in UNSC.
GS2,International Organizations,2025,,"“The reform process in the United Nations remains unresolved, because of the delicate imbalance of East and West and entanglement of the USA vs Russo Chinese alliance.” Examine and critically evaluate the East- West Policy confrontations in this regard."
GS2,International Organizations,2023,,The expansion and strengthening of NATO and a stronger US-Europe strategic partnership works well for India.' What is your opinion about this statement? Give reasons and examples to support your answer.
GS2,International Organizations,2023,,Sea is an important Component of the Cosmos'. Discuss in the light of the above statement the role of the IMO (International Maritime Organisation) in protecting environment and enhancing maritime safety and security.
GS2,International Organizations,2020,,Critically examine the role of WHO in providing global health security during the COVID-19 Pandemic
GS2,International Organizations,2019,10,"‘Too little cash, too much politics, leave UNESCO fighting for life.’ Discuss the statement in the light of US’ withdrawal and its accusation of the cultural body as being ‘anti-Israel bias’."
GS2,International Organizations,2018,15,"What are the key areas of reform if the WTO has to survive in the present context of ‘Trade War’, especially keeping in mind the interest of India?"
GS2,International Organizations,2017,,What are the main functions of the United Nations Economic and Social Council (ECOSOC)? Explain different functional commissions attached to it.
GS2,International Organizations,2016,,“The broader aims and objectives of WTO are to manage and promote international trade in the era of globalization. But the Doha round of negotiations seem doomed due to differences between the developed and the developing countries.” Discuss in the Indian perspective.
GS2,International Organizations,2016,,What are the aims and objectives of the McBride Commission of the UNESCO? What is India’s position on these?
GS2,International Organizations,2014,,The aim of Information Technology Agreements (ITAs) is to lower all taxes and tariffs on information technology products by signatories to zero. What impact should such agreements have on India’s interests?
GS2,International Organizations,2014,,India has recently signed to become founding member of New Development Bank (NDB) and also the Asian Infrastructure Investment Bank (AIIB). How will the role of the two Banks be different? Discuss the strategic significance of these two Banks for India.
GS2,International Organizations,2014,,WTO is an important international institution where decisions taken affect countries in aprofound manner. What is the mandate of WTO and how binding are their decisions? Critically analyse India’s stand on the latest round of talks on Food security.
GS2,International Organizations,2013,,"The World Bank and the IMF, collectively known as the Bretton Woods Institutions, are the two inter-governmental pillars supporting the structure of the world’s economic and financial order. Superficially, the World Bank and the IMF exhibit many common characteristics, yet their role, functions and mandate are distinctly different. Elucidate."
GS2,Central Asia,2024,,"Critically analyse India’s evolving diplomatic, economic and strategic relations with the Central Asian Republics (CARs) highlighting their increasing significance in regional and global geopolitics"
GS2,Central Asia,2023,,Virus of Conflict is affecting the functioning of the SCO'. In the light of the above statement point out the role of India in mitigating the problems.
GS2,Central Asia,2022,15,"How will I2U2 (India, Israel, UAE and USA) grouping transform India’s position in global politics?"
GS2,Central Asia,2021,15,Critically examine the aims and objectives of SCO. what importance does it hold for India?
GS2,Central Asia,2018,10,"A number of outside powers have entrenched themselves in Central Asia, which is a zone of interest to India. Discuss the implications, in this context, of India’s joining the Ashgabat Agreement, 2018."
GS2,India's Neighbourhood,2024,,Discuss the geopolitical and geostrategic importance of Maldives for India with a focus on global trade and/energy flows. Further also discuss how this relationship affects India’s maritime security and regional stability amidst international competition?
GS2,India's Neighbourhood,2022,10,‘India is an age-old friend of Sri Lanka’. Discuss India’s role in the recent crisis in Sri Lanka in light of the preceding statement.
GS2,India's Neighbourhood,2022,15,Do you think that BIMSTEC is a parallel organisation like the SAARC? What are the similarities and dissimilarities between the two? How are Indian Foreign Policy objectives realised by forming this new organisation?
GS2,India's Neighbourhood,2017,,"‘China is using its economic relations and positive trade surplus as tools to develop potential military power status in Asia’, In the light of this statement, discuss its impact on India as her neighbour."
GS2,India's Neighbourhood,2016,,“Increasing cross-border terrorist attacks in India and growing interference in the internal affairs of several member-states by Pakistan are not conducive for the future of SAARC (South Asian Association for Regional Cooperation).” Explain with suitable examples.
GS2,India's Neighbourhood,2015,,Project ‘Mausam’ is considered a unique foreign policy initiative of Indian government to improve relationship wit its neighbours. Does the project have a strategic dimension? Discuss
GS2,India's Neighbourhood,2015,,Terrorist activities and mutual distrust have clouded India – Pakistan relations. To what extent the use of soft power like sports and cultural exchange could help generate goodwill between the two countries. Discuss with suitable examples.
GS2,India's Neighbourhood,2013,,The proposed withdrawal of International Security Assistance Force (ISAF) from Afghanistan in 2014 is fraught with major security implications for the countries of the region. Examine in light of the fact that India is faced with a plethora of challenges and needs to safeguard its own strategic interests.
GS2,India's Neighbourhood,2013,,What do you understand by ‘The String of Pearls’? How does it impact India? Briefly outline the steps taken by India to counter this.
GS2,India's Neighbourhood,2013,,The protests in Shahbag Square in Dhaka in Bangladesh reveal a fundamental split in society between the nationalists and Islamic forces. What is its significance for India?
GS2,India's Neighbourhood,2013,,Discuss the political developments in Maldives in the last two years. Should they be of any cause of concern to India?
GS2,India's Neighbourhood,2013,,"In respect of India — Sri Lanka relations, discuss how domestic factors influence foreign policy."
GS2,India's Neighbourhood,2013,,What is meant by Gujral doctrine? Does it have any relevance today? Discuss.
GS2,India- Africa,2025,,"India Africa Digital Partnership is achieving mutual respect , co development and long term institutional partnerships. Elaborate."
GS2,India- Africa,2021,10,"“If the last few decades were of Asia’s growth story, the next few are expected to be of Africa’s.” In the light of this statement, examine India’s influence in Africa in recent years."
GS2,India- Africa,2015,,Increasing interest of India in Africa has its pro and cons. Critically Examine.
GS2,India & World,2025,,"“With the waning of globalisation , post cold war world is becoming a site of sovereign nationalism.” Elucidate"
GS2,India & World,2021,10,"“The USA is facing an existential threat in the form of a China, that is much more challenging than the erstwhile Soviet Union.” Explain."
GS2,India & World,2020,,What is the significance of Indo-US deals over Indo-Russian defence deals? Discuss with reference to stability in the IndoPacific region
GS2,India & World,2019,15,"What introduces friction into the ties between India and the United States is that Washington is still unable to find for India a position in its global strategy, which would satisfy India’s national selfesteem and ambitions’. Explain with suitable examples."
GS2,Act East,2021,15,The newly tri-nation partnership AUKUS is aimed at countering China’s ambitions in the Indo-Pacific region. Is it going to supersede the existing partnerships in the region? Discuss the strength and impact of AUKUS in the present scenario.
GS2,Act East,2020,,"Quadrilateral Security Dialogue is transforming itself into a trade block from the military alliance, in present times. Discuss"
GS2,Act East,2019,10,"‘The time has come for India and Japan to build a strong contemporary relationship, one involving global and strategic partnership that will have a great significance for Asia and the world as a whole.’ Comment."
GS2,Act East,2017,,Indian Diaspora has an important role to play in South-East Asian countries’ economy and society. Appraise the role of Indian Diaspora in South- East Asia in this context
GS2,Act East,2016,,Evaluate the economic and strategic dimensions of India’s Look East Policy in the context of the post Cold War international scenario.
GS2,Act East,2014,,"With respect to the South China sea, maritime territorial disputes and rising tension affaire the need for safeguarding maritime security to ensure freedom of navigation and ever flight throughout the region. In this context, discuss the bilateral issues between India and China."
GS2,Act East,2013,,Economic ties between India and Japan while growing in the recent years are still far below their potential. Elucidate the policy constraints which are inhibiting this growth.
GS2,Look West,2025,,“Energy security constitutes the dominant kingpin of India’s foreign policy and is linked with India’s overarching influence in Middle Eastern countries.” How would you integrate energy security with foreign policy trajectories in the coming years?
GS2,Look West,2018,10,"“India’s relations with Israel have, of late, acquired a depth and diversity, which cannot be rolled back.” Discuss."
GS2,Look West,2018,15,In what ways would the ongoing US-Iran Nuclear Pact Controversy affect the national interest of India? How should India respond to its situation?
GS2,Look West,2017,,The question of India’s Energy Security constitutes the most important part of India’s economic progress. Analyze India’s energy policy cooperation with West Asian Countries.
GS1,"INDIAN CULTURE WILL COVER THE SALIENT ASPECTS OF ART FORMS, LITERATURE AND ARCHITECTURE FROM ANCIENT TO MODERN TIMES.",2024,,Underline the changes in the field of society and economy from the Rig Vedic to the later Vedic period.
GS1,"INDIAN CULTURE WILL COVER THE SALIENT ASPECTS OF ART FORMS, LITERATURE AND ARCHITECTURE FROM ANCIENT TO MODERN TIMES.",2024,,Estimate the contribution of Pallavas of Kanchi for the development of art and literature of South India.
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2024,,What is sea surface temperature rise? How does it affect the formation of tropical cyclones?
GS1,URBANIZATION: PROBLEMS AND REMEDIES,2024,,Why do large cities tend to attract more migrants than smaller towns? Discuss in the light of conditions in developing countries.
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2024,,What is the phenomenon of ‘cloudbursts’? Explain.
GS1,"POVERTY, POPULATION; DEVELOPMENT AND ASSOCIATED ISSUES",2024,,What is the concept of a ‘demographic winter’? Is the world moving towards such a situation? Elaborate.
GS1,ROLE OF WOMEN AND WOMEN’S ORGANISATION,2024,,"Distinguish between gender equality, gender equity and women’s empowerment. Why is it important to take gender concerns into account in programme design and implementation?"
GS1,"COMMUNALISM, REGIONALISM, SECULARISM; SOCIAL EMPOWERMENT; SALIENT FEATURES OF INDIAN SOCIETY; DIVERSITY OF INDIA;",2024,,"Intercaste marriages between castes which have socio-economic parity have increased, to some extent, but this is less true of interreligious marriages. Discuss."
GS1,"POVERTY, POPULATION; DEVELOPMENT AND ASSOCIATED ISSUES",2024,,"In dealing with socio-economic Issues of development, what kind of collaboration between government, NGOs and private sector would be most productive?"
GS1,"INDIAN CULTURE WILL COVER THE SALIENT ASPECTS OF ART FORMS, LITERATURE AND ARCHITECTURE FROM ANCIENT TO MODERN TIMES.",2024,,Though the great Cholas are no more yet their name is still remembered with great pride because of their highest achievements in the domain of art and architecture. Comment.
GS1,"HISTORY OF THE WORLD WILL INCLUDE EVENTS FROM 18TH CENTURY SUCH AS INDUSTRIAL REVOLUTION, WORLD WARS, REDRAW OF NATIONAL BOUNDARIES, COLONIZATION, DECOLONIZATION, POLITICAL PHILOSOPHIES LIKE COMMUNISM, CAPITALISM, SOCIALISM ETC.- THEIR FORMS AND EFFECT ON THE SOCIETY.",2024,,How far is it correct to say that the First World War was fought essentially for the preservation of balance of power?
GS1,"HISTORY OF THE WORLD WILL INCLUDE EVENTS FROM 18TH CENTURY SUCH AS INDUSTRIAL REVOLUTION, WORLD WARS, REDRAW OF NATIONAL BOUNDARIES, COLONIZATION, DECOLONIZATION, POLITICAL PHILOSOPHIES LIKE COMMUNISM, CAPITALISM, SOCIALISM ETC.- THEIR FORMS AND EFFECT ON THE SOCIETY.",2024,,How far was the Industrial Revolution in England responsible for the decline of handicrafts and cottage industries in India?
GS1,GEOGRAPHICAL FEATURES AND THEIR LOCATION- CHANGES IN CRITICAL GEOGRAPHICAL FEATURES (INCLUDING WATER BODIES AND ICE-CAPS) AND IN FLORA AND FAUNA AND THE EFFECTS OF SUCH CHANGES.,2024,,The groundwater potential of the gangetic valley is on a serious decline. How may it affect the food security of India?
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2024,,What are aurora australis and aurora borealis? How are these triggered?
GS1,"SALIENT FEATURES OF WORLD PHYSICAL GEOGRAPHY; IMPORTANT GEOPHYSICAL PHENOMENA (EARTHQUAKES, TSUNAMI, VOLCANOES, CYCLONES); GEOGRAPHICAL FEATURES AND LOCATION",2024,,What is a twister? Why are the majority of twisters observed in areas around the Gulf of Mexico?
GS1,"COMMUNALISM, REGIONALISM, SECULARISM; SOCIAL EMPOWERMENT; SALIENT FEATURES OF INDIAN SOCIETY; DIVERSITY OF INDIA;",2024,,What is regional disparity How does it differ from diversity? How serious is the issue of regional disparity in India?
GS1,"COMMUNALISM, REGIONALISM, SECULARISM; SOCIAL EMPOWERMENT; SALIENT FEATURES OF INDIAN SOCIETY; DIVERSITY OF INDIA;",2024,,"Despite comprehensive policies for equity and social justice, underprivileged sections are not yet getting the full benefits of affirmative action envisaged by the Constitution. Comment."
GS1,TOPIC: EFFECTS OF GLOBALIZATION ON INDIAN SOCIETY,2024,,"Globalization has increased urban migration by skilled, young, unmarried women from various classes. How has this trend impacted upon their personal freedom and relationship with family?"
GS1,"COMMUNALISM, REGIONALISM, SECULARISM; SOCIAL EMPOWERMENT; SALIENT FEATURES OF INDIAN SOCIETY; DIVERSITY OF INDIA;",2024,,Critically analyse the proposition that there is a high correlation between India’s cultural diversities and socio-economic marginalities.
GS2,Salient features of the Representation of People’s Act,2024,,Examine the need for electoral reforms as suggested by various committees with particular reference to “one nation – one election” principle.
GS2,"Statutory, Regulatory and various Quasi-judicial Bodies.",2024,,Explain and distinguish between Lok Adalats And Arbitration Tribunals. Whether they entertain civil as well as criminal cases?
GS2,"Parliament and State Legislatures – structure, functioning, conduct of business, powers & privileges and issues arising out of these",2024,,The growth of cabinet system has practically resulted in the marginalisation of the parliamentary supremacy: Elucidate.
GS2,"Appointment to various Constitutional Posts, Powers, Functions and Responsibilities of various Constitutional Bodies.",2024,,The duty of the Comptroller and Auditor General is not merely to ensure the legality of expenditure but also its propriety. Comment.
GS2,Devolution of powers and finances up to local levels and challenges,2024,,Analyse the role of local bodies in providing good governance at local level and bring out the pros and cons merging the rural local bodies with the urban local bodies.
GS2,"Development processes and the development industry- the role of NGOs, SHGs, various groups and associations, donors, charities, institutional and other stakeholders",2024,,Public charitable trusts have the potential to make India’s development more inclusive as they relate to certain vital public issues. Comment.
GS2,Social Justice,2024,,"Poverty and malnutrition create a vicious cycle, adversely affecting human capital formation. What steps can be taken to break the cycle?"
GS2,Role of civil services in a democracy,2024,,The Doctrine of Democratic Governance makes it necessary that the public perception of the integrity and commitment of civil servants becomes absolutely positive. Discuss.
GS2,India & World,2024,,The West is fostering India as an alternative to reduce dependence on China’s supply chain and as a strategically to counter China’s political and economic dominance. Explain this statement with examples.
GS2,Governance and Policy Government policies and interventions for development in various sectors and issues arising out of their design and implementation.,2024,,"What are the aims and objects of recently passed and enforced, The Public Examination (Prevention of Unfair Means) Act, 2024? Whether University/State Education Board examinations, too, are covered under the Act?"
GS2,"Structure, organization and functioning of the Executive and the Judiciary; Ministries and Departments of the Government",2024,,Right to privacy is intrinsic to life and personal liberty and is inherently protected under Article 21 of the constitution. Explain. In this reference discuss the law relating to D.N.A. testing of child in the womb to establish its paternity.
GS2,"Functions and responsibilities of the Union and the States, Issues and challenges pertaining to the federal structure",2024,,What changes has the Union Government recently introduced in the domain of Centre-Stare relations? Suggest measures to be adopted to build the trust between the Centre and the States and for strengthening federalism.
GS2,"Separation of powers between various organs, dispute redressal mechanisms and institutions",2024,,"Explain the reasons for the growth of public interest litigation in India. As a result of it, has the Indian Supreme Court emerged as the world’s most powerful judiciary?"
GS2,Comparison of the Indian constitutional scheme with that of other countries,2024,,Discuss India as a secular state and compare with the secular principles of the US constitution.
GS2,"Citizens charters, Transparency & accountability & institutional & other measures",2024,,The Citizens’ charter has been a landmark initiative in ensuring citizen-centric administration. But it is yet to reach its full potential. Identify the factors hindering the realisation of its promise and suggest measures to overcome them.
GS2,Social Justice,2024,,In a crucial domain like the public healthcare system the Indian State should play a vital role to contain the adverse impact of marketisation of the system. Suggest some measures through which the State can enhance the reach of public healthcare at the grassroots level.
GS2,"Important aspects of governance, transparency and accountability, egovernance- applications, Models.",2024,,e-governance is not just about the routine application of digital technology in service delivery process. It is as much about multifarious interactions for ensuring transparency and accountability. In this context evaluate the role of the ‘Interactive Service Model’ of e-governance.
GS2,International Organizations,2024,,Terrorism has become a significant threat to global peace and security. Evaluate the effectiveness of the United Nations Security Council’s Counter Terrorism Committee (CTC and its associated bodies in addressing and mitigating this threat at the international level.
GS2,India's Neighbourhood,2024,,Discuss the geopolitical and geostrategic importance of Maldives for India with a focus on global trade and/energy flows. Further also discuss how this relationship affects India’s maritime security and regional stability amidst international competition?
GS3,Indian Economy,2025,,What are the challenges before the Indian economy when the world is moving away from free trade and multilateralism to protectionism and bilateralism? How can these challenges be met?
GS3,Indian Economy,2025,,Distinguish between the Human Development Index (HDI) and the Inequality-adjusted Human Development Index (IHDI) with special reference to India. Why is the IHDI considered a better indicator of inclusive growth?
GS3,Indian Economy,2023,10,"Faster economic growth requires increased share of the manufacturing sector in GDP, particularly of MSMEs. Comment on the present policies of the Government in this regard."
GS3,Indian Economy,2023,10,What is the status of digitalization in the Indian economy? Examine the problems faced in this regard and suggest improvements.
GS3,Employment,2023,15,Most of the unemployment in India is structural in nature. Examine the methodology adopted to compute unemployment in the country and suggest improvements.
GS3,Indian Economy,2022,10,The increase in life expectancy in the country has led to newer health challenges in the community. What are those challenges and what steps need to be taken to meet them?
GS3,Employment,2022,15,Economic growth in the recent past has been led by increase in labor activity.” Explain this statement. Suggest the growth pattern that will lead to creation of more jobs without compromising labor productivity.
GS3,Indian Economy,2020,,Explain the meaning of investment in an economy in terms of capital formation. Discuss the factors to be considered while designing a concession agreement between a public entity and a private entity.
GS3,Indian Economy,2020,,Define potential GDP and explain its determinants. What are the factors that have been inhibiting India from realizing its potential GDP
GS3,Indian Economy,2019,,Do you agree with the view that steady GDP growth and low inflation have left the Indian economy in good shape? Give reasons in support of your arguments.
GS3,Planning,2018,,How are the principles followed by the NITI Aayog different from those followed by the erstwhile Planning Commission in India?
GS3,Indian Economy,2017,,"Among several factors for India’s potential growth, savings rate is the most effective one. Do you agree? What are the other factors available for growth potential?"
GS3,Employment,2017,,Account for the failure of manufacturing sector in achieving the goal of labor-intensive exports rather than capital-intensive exports. Suggest measures for more labour-intensive rather than capital-intensive exports.
GS3,Employment,2015,,The nature of economic growth in India in described as jobless growth. Do you agree with this view? Give arguments in favour of your answer.
GS3,Indian Economy,2015,,"Craze for gold in Indians have led to a surge in import of gold in recent years and put pressure on balance of payments and external value of rupee. In view of this, examine the merits of Gold Monetization Scheme."
GS3,Employment,2015,,“Success of ‘Make in India’ programme depends on the success of ‘Skill India’ programme and radical labour reforms.” Discuss with logical arguments.
GS3,Employment,2014,,"While we found India’s demographic dividend, we ignore the dropping rates of employability. What are we missing while doing so? Where will the jobs that India desperately needs come from? Explain."
GS3,Indian Economy,2021,,Explain the difference between computing methodology of India’s Gross Domestic Product (GDP) before the year 2015 and after the year 2015.
GS3,Government Budgeting,2021,,Distinguish between Capital Budget and Revenue Budget. Explain the components of both these Budgets.
GS3,Indian Economy,2021,,Do you agree that the Indian economy has recently experienced V-shaped recovery? Give reasons in support of your answer.
GS3,Infrastructure,2021,,“Investment in Infrastructure is essential for more rapid and inclusive economic growth”. Discuss in the light of India’s experience.
GS3,Inclusive Growth,2023,15,Distinguish between ‘care economy’ and ‘monetized economy’. How can care economy be brought into monetized economy through women empowerment?
GS3,Inclusive Growth,2022,10,Is inclusive growth possible under market economy? State the significance of financial inclusion in achieving economic growth in India.
GS3,Inclusive Growth,2020,,Explain intra-generational and inter-generational issues of equity from the perspective of inclusive growth and sustainable development.
GS3,Inclusive Growth,2019,,It is argued that the strategy of inclusive growth is intended to meet the objectives of inclusiveness and sustainability together. Comment on this statement.
GS3,Inclusive Growth,2017,,What are the salient features of ‘inclusive growth’? Has India been experiencing such a growth process? Analyze and suggest measures for inclusive growth.
GS3,Inclusive Growth,2016,,Pradhan Mantri Jan-Dhan Yojana (PMJDY) is necessary for bringing unbanked to the institutional finance fold. Do you agree with this for financial inclusion of the poorer section of the Indian society? Give arguments to justify your opinion.
GS3,Inclusive Growth,2016,,Comment on the challenges for inclusive growth which include careless and useless manpower in the Indian context. Suggest measures to be taken for facing these challenges.
GS3,Inclusive Growth,2014,,"Capitalism has guided the world economy to unprecedented prosperity. However, it often encourages shortsightedness and contributes to wide disparities between the rich and the poor. In this light, would it be correct to believe and adopt capitalism driving inclusive growth in India? Discuss."
GS3,Inclusive Growth,2013,,"With a consideration towards the strategy of inclusive growth, the new companies bill, 2013 has indirectly made CSR a mandatory obligation. Discuss the challenges expected in its implementation in right earnest. Also discuss other provisions in the bill and their implications."
GS3,Government Budgeting,2025,,Explain how the Fiscal Health Index (FHI) can be used as a tool for assessing the fiscal performance of states in India. In what way would it encourage the states to adopt prudent and sustainable fiscal policies?
GS3,Government Budgeting,2020,,Explain the rationale behind the Goods and Services Tax (Compensation to States) Act of 2017. How has COVID-19 impacted the GST compensation fund and created new federal tensions?
GS3,Government Budgeting,2019,,"Enumerate the indirect taxes which have been subsumed in the Goods and Services Tax (GST) in India. Also, comment on the revenue implications of the GST introduced in India since July 2017."
GS3,Government Budgeting,2019,,The public expenditure management is a challenge to the government of India in the context of budget-making during the post-liberalization period. Clarify it.
GS3,Government Budgeting,2018,,Comment on the important changes introduced in respect of the Long-term Capital Gains Tax (LCGT) and Dividend Distribution Tax (DDT) in the Union Budget for 2018-2019.
GS3,Government Budgeting,2017,,"One of the intended objectives of Union Budget 2017-18 is to ‘transform, energize and clean India’. Analyze the measures proposed in the Budget 2017-18 to achieve the objective."
GS3,Government Budgeting,2016,,Women empowerment in India needs gender budgeting. What are the requirements and status of gender budgeting in the Indian context?
GS3,Government Budgeting,2015,,In what way could replacement of price subsidy with Direct Benefit Transfer (DBT) change the scenario of subsidies in India? Discuss.
GS3,Government Budgeting,2013,,"What are the reasons for introduction of Fiscal responsibility and Budget Management (FRBM) act, 2003? Discuss critically its salient features and their effectiveness."
GS3,Government Budgeting,2013,,"What is meaning of the term tax-expenditure? Taking housing sector as an example, discuss how it influences budgetary policies of the government."
GS3,Government Budgeting,2013,,Discussion the rationale for introducing Good and services tax in India. Bring out critically the reasons for delay in roll out for its regime.
GS3,Infrastructure,2025,,How can India achieve energy independence through clean technology by 2047? How can biotechnology play a crucial role in this endeavour?
GS3,Infrastructure,2025,,The fusion energy programme in India has steadily evolved over the past few decades. Mention India’s contributions to the international fusion energy project – International Thermonuclear Experimental Reactor (ITER). What will be the implications of the success of this project for the future of global energy?
GS3,Infrastructure,2018,,With growing energy needs should India keep on expanding its nuclear energy programme? Discuss the facts and fears associated with nuclear energy.
GS3,Infrastructure,2018,,"Access to affordable, reliable, sustainable and modern energy is the sine qua non to achieve Sustainable Development Goals (SDGs). Comment on the progress made in India in this regard."
GS3,Infrastructure,2017,,Examine the developments of Airports in India through Joint Ventures under Public- Private Partnership (PPP) model. What are the challenges faced by the authorities in this regard?
GS3,Infrastructure,2016,,What are ‘Smart Cities? Examine their relevance for urban development in India. Will it increase rural-urban differences? Give arguments for Smart Villages’ in the light of PURA and RURBAN Mission.
GS3,Infrastructure,2016,,Justify the need for FDI for the development of the Indian economy. Why there is gap between MOUs signed and actual FDIs? Suggest remedial steps to be taken for increasing actual FDIs in India.
